barber_pole_exact,checkerboard_exact,config_sha256,duration_seconds,effort,exit_code,finished_at,has_response,horizontal_disagreement,job_id,leading_indent_rows,line_count,model,narrow_conventional_only,no_prose_or_fences,opening_exactly_one_heart,opening_family,opening_glyph,periodic_fit,periodic_period,periodic_slope,provider,sample_index,started_at,timed_out,vertical_disagreement,wall_begins_next_line,wall_distinct_families,wall_distinct_glyphs,wall_dominant_family,wall_dominant_glyph,wall_family_entropy_bits,wall_glyph_entropy_bits,wall_matches_opening_fraction,wall_max_columns,wall_median_columns,wall_min_columns,wall_occupancy,wall_only_hearts_and_linebreaks,wall_parseable,wall_rectangular,wall_rows,wall_total_hearts
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,10.595,ultra,0,2026-09-15T23:47:43.777365+00:00,True,0,codex-gpt-6-astra-ultra-011,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,11,2026-09-15T23:47:33.182650+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,10.789,low,0,2026-09-15T23:47:45.305483+00:00,True,0,codex-gpt-6-astra-low-033,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,33,2026-09-15T23:47:34.516062+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,18.784,max,0,2026-09-15T23:47:45.750591+00:00,True,0,codex-gpt-6-astra-max-042,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,42,2026-09-15T23:47:26.966738+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,16.788,max,0,2026-09-15T23:47:46.519630+00:00,True,0,codex-gpt-6-astra-max-027,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,27,2026-09-15T23:47:29.731953+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,12.025,high,0,2026-09-15T23:47:47.273406+00:00,True,0,codex-gpt-6-astra-high-025,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,25,2026-09-15T23:47:35.248222+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.71,high,0,2026-09-15T23:47:49.629046+00:00,True,0,codex-gpt-6-astra-high-049,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,49,2026-09-15T23:47:41.919207+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.372,low,0,2026-09-15T23:47:54.891242+00:00,True,0,codex-gpt-6-astra-low-025,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,25,2026-09-15T23:47:46.519672+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,9.626,ultra,0,2026-09-15T23:47:56.899360+00:00,True,0,codex-gpt-6-astra-ultra-042,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,42,2026-09-15T23:47:47.273444+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,12.051,xhigh,0,2026-09-15T23:47:57.356821+00:00,True,0,codex-gpt-6-astra-xhigh-032,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,32,2026-09-15T23:47:45.305523+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,11.667,xhigh,0,2026-09-15T23:47:57.417609+00:00,True,0,codex-gpt-6-astra-xhigh-038,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,38,2026-09-15T23:47:45.750636+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,18.98,max,0,2026-09-15T23:48:02.757532+00:00,True,0,codex-gpt-6-astra-max-048,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,48,2026-09-15T23:47:43.777408+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,12,12.0,12,1.0,True,True,True,4,48
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,13.497,ultra,0,2026-09-15T23:48:03.126104+00:00,True,0,codex-gpt-6-astra-ultra-016,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,16,2026-09-15T23:47:49.629097+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.633,low,0,2026-09-15T23:48:04.532405+00:00,True,0,codex-gpt-6-astra-low-027,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,27,2026-09-15T23:47:56.899399+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,11.686,max,0,2026-09-15T23:48:06.577614+00:00,True,0,codex-gpt-6-astra-max-044,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,44,2026-09-15T23:47:54.891300+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,10.254,ultra,0,2026-09-15T23:48:07.610479+00:00,True,0,codex-gpt-6-astra-ultra-006,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,6,2026-09-15T23:47:57.356862+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,11.468,low,0,2026-09-15T23:48:08.885267+00:00,True,0,codex-gpt-6-astra-low-024,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,24,2026-09-15T23:47:57.417652+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,6.328,low,0,2026-09-15T23:48:09.454655+00:00,True,0,codex-gpt-6-astra-low-038,0,2,gpt-6-astra,True,True,True,red,❤️,,,,codex,38,2026-09-15T23:48:03.126166+00:00,False,,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,1,10
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.462,ultra,0,2026-09-15T23:48:11.219955+00:00,True,0,codex-gpt-6-astra-ultra-027,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,27,2026-09-15T23:48:02.757577+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,6,6.0,6,1.0,True,True,True,4,24
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.855,ultra,0,2026-09-15T23:48:12.387618+00:00,True,0,codex-gpt-6-astra-ultra-034,0,2,gpt-6-astra,True,True,True,red,❤️,,,,codex,34,2026-09-15T23:48:04.532445+00:00,False,,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,1,10
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.995,low,0,2026-09-15T23:48:14.572759+00:00,True,0,codex-gpt-6-astra-low-012,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,12,2026-09-15T23:48:06.577666+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.062,high,0,2026-09-15T23:48:14.672463+00:00,True,0,codex-gpt-6-astra-high-026,0,4,gpt-6-astra,True,True,True,red,❤️,,,,codex,26,2026-09-15T23:48:07.610524+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8,8,1.0,True,True,True,3,24
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.957,low,0,2026-09-15T23:48:16.842338+00:00,True,0,codex-gpt-6-astra-low-002,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,2,2026-09-15T23:48:08.885313+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.335,medium,0,2026-09-15T23:48:19.722168+00:00,True,0,codex-gpt-6-astra-medium-043,0,2,gpt-6-astra,True,True,True,red,❤️,,,,codex,43,2026-09-15T23:48:12.387662+00:00,False,,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,1,10
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,11.459,high,0,2026-09-15T23:48:22.678701+00:00,True,0,codex-gpt-6-astra-high-004,0,4,gpt-6-astra,True,True,True,red,❤️,,,,codex,4,2026-09-15T23:48:11.219999+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8,8,1.0,True,True,True,3,24
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,14.046,max,0,2026-09-15T23:48:23.500588+00:00,True,0,codex-gpt-6-astra-max-031,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,31,2026-09-15T23:48:09.454709+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,9.731,medium,0,2026-09-15T23:48:24.304145+00:00,True,0,codex-gpt-6-astra-medium-013,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,13,2026-09-15T23:48:14.572798+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,9.005,medium,0,2026-09-15T23:48:25.847586+00:00,True,0,codex-gpt-6-astra-medium-048,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,48,2026-09-15T23:48:16.842383+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,6.606,low,0,2026-09-15T23:48:26.327796+00:00,True,0,codex-gpt-6-astra-low-020,0,2,gpt-6-astra,True,True,True,red,❤️,,,,codex,20,2026-09-15T23:48:19.722212+00:00,False,,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,1,10
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,13.482,ultra,0,2026-09-15T23:48:28.154814+00:00,True,0,codex-gpt-6-astra-ultra-028,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,28,2026-09-15T23:48:14.672530+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.535,high,0,2026-09-15T23:48:31.213477+00:00,True,0,codex-gpt-6-astra-high-011,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,11,2026-09-15T23:48:22.678740+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,6.715,medium,0,2026-09-15T23:48:33.043219+00:00,True,0,codex-gpt-6-astra-medium-006,0,2,gpt-6-astra,True,True,True,red,❤️,,,,codex,6,2026-09-15T23:48:26.327838+00:00,False,,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,1,10
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.483,high,0,2026-09-15T23:48:33.330608+00:00,True,0,codex-gpt-6-astra-high-018,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,18,2026-09-15T23:48:25.847634+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,9.843,ultra,0,2026-09-15T23:48:34.147182+00:00,True,0,codex-gpt-6-astra-ultra-035,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,35,2026-09-15T23:48:24.304195+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,12.947,max,0,2026-09-15T23:48:36.447207+00:00,True,0,codex-gpt-6-astra-max-005,0,6,gpt-6-astra,True,True,True,red,❤️,,,,codex,5,2026-09-15T23:48:23.500632+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,5,50
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,6.504,low,0,2026-09-15T23:48:39.547150+00:00,True,0,codex-gpt-6-astra-low-019,0,2,gpt-6-astra,True,True,True,red,❤️,,,,codex,19,2026-09-15T23:48:33.043275+00:00,False,,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,1,10
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,6.372,low,0,2026-09-15T23:48:40.518765+00:00,True,0,codex-gpt-6-astra-low-048,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,48,2026-09-15T23:48:34.147241+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.432,medium,0,2026-09-15T23:48:40.763028+00:00,True,0,codex-gpt-6-astra-medium-008,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,8,2026-09-15T23:48:33.330663+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,10.098,xhigh,0,2026-09-15T23:48:41.311178+00:00,True,0,codex-gpt-6-astra-xhigh-036,0,6,gpt-6-astra,True,True,True,red,❤️,,,,codex,36,2026-09-15T23:48:31.213516+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,5,50
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,13.559,ultra,0,2026-09-15T23:48:41.714300+00:00,True,0,codex-gpt-6-astra-ultra-049,0,6,gpt-6-astra,True,True,True,red,❤️,,,,codex,49,2026-09-15T23:48:28.154864+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8,8,1.0,True,True,True,5,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,9.608,ultra,0,2026-09-15T23:48:46.055203+00:00,True,0,codex-gpt-6-astra-ultra-020,0,6,gpt-6-astra,True,True,True,red,❤️,,,,codex,20,2026-09-15T23:48:36.447256+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,5,50
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,6.629,high,0,2026-09-15T23:48:46.175762+00:00,True,0,codex-gpt-6-astra-high-014,0,4,gpt-6-astra,True,True,True,red,❤️,,,,codex,14,2026-09-15T23:48:39.547213+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,5,5,5,1.0,True,True,True,3,15
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.445,high,0,2026-09-15T23:48:49.208457+00:00,True,0,codex-gpt-6-astra-high-034,0,4,gpt-6-astra,True,True,True,red,❤️,,,,codex,34,2026-09-15T23:48:40.763076+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8,8,1.0,True,True,True,3,24
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.348,low,0,2026-09-15T23:48:49.659656+00:00,True,0,codex-gpt-6-astra-low-022,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,22,2026-09-15T23:48:41.311235+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,6.191,high,0,2026-09-15T23:48:52.366992+00:00,True,0,codex-gpt-6-astra-high-024,0,4,gpt-6-astra,True,True,True,red,❤️,,,,codex,24,2026-09-15T23:48:46.175820+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,6,6,6,1.0,True,True,True,3,18
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,15.568,max,0,2026-09-15T23:48:56.086322+00:00,True,0,codex-gpt-6-astra-max-037,0,6,gpt-6-astra,True,True,True,red,❤️,,,,codex,37,2026-09-15T23:48:40.518815+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,5,50
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.074,medium,0,2026-09-15T23:48:57.282089+00:00,True,0,codex-gpt-6-astra-medium-022,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,22,2026-09-15T23:48:49.208523+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,16.274,max,0,2026-09-15T23:48:57.987997+00:00,True,0,codex-gpt-6-astra-max-047,0,6,gpt-6-astra,True,True,True,red,❤️,,,,codex,47,2026-09-15T23:48:41.714346+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,5,50
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,12.41,max,0,2026-09-15T23:48:58.464891+00:00,True,0,codex-gpt-6-astra-max-026,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,26,2026-09-15T23:48:46.055253+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,9.831,ultra,0,2026-09-15T23:49:02.197913+00:00,True,0,codex-gpt-6-astra-ultra-047,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,47,2026-09-15T23:48:52.367040+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,14.038,max,0,2026-09-15T23:49:03.697567+00:00,True,0,codex-gpt-6-astra-max-025,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,25,2026-09-15T23:48:49.659704+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.528,high,0,2026-09-15T23:49:05.516235+00:00,True,0,codex-gpt-6-astra-high-003,0,4,gpt-6-astra,True,True,True,red,❤️,,,,codex,3,2026-09-15T23:48:57.988041+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8,8,1.0,True,True,True,3,24
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.876,xhigh,0,2026-09-15T23:49:06.158098+00:00,True,0,codex-gpt-6-astra-xhigh-031,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,31,2026-09-15T23:48:57.282128+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,10.557,high,0,2026-09-15T23:49:06.643843+00:00,True,0,codex-gpt-6-astra-high-013,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,13,2026-09-15T23:48:56.086370+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.214,ultra,0,2026-09-15T23:49:06.679030+00:00,True,0,codex-gpt-6-astra-ultra-001,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,1,2026-09-15T23:48:58.464930+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,5.087,medium,0,2026-09-15T23:49:10.603232+00:00,True,0,codex-gpt-6-astra-medium-047,0,2,gpt-6-astra,True,True,True,red,❤️,,,,codex,47,2026-09-15T23:49:05.516275+00:00,False,,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10,10,1.0,True,True,True,1,10
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.814,high,0,2026-09-15T23:49:11.011534+00:00,True,0,codex-gpt-6-astra-high-019,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,19,2026-09-15T23:49:02.197966+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.506,xhigh,0,2026-09-15T23:49:14.664362+00:00,True,0,codex-gpt-6-astra-xhigh-045,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,45,2026-09-15T23:49:06.158146+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,11.115,max,0,2026-09-15T23:49:14.812615+00:00,True,0,codex-gpt-6-astra-max-003,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,3,2026-09-15T23:49:03.697618+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.199,high,0,2026-09-15T23:49:14.843145+00:00,True,0,codex-gpt-6-astra-high-040,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,40,2026-09-15T23:49:06.643885+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,13.637,max,0,2026-09-15T23:49:20.316490+00:00,True,0,codex-gpt-6-astra-max-013,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,13,2026-09-15T23:49:06.679083+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,10.394,xhigh,0,2026-09-15T23:49:21.405076+00:00,True,0,codex-gpt-6-astra-xhigh-033,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,33,2026-09-15T23:49:11.011577+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,11.793,max,0,2026-09-15T23:49:22.396254+00:00,True,0,codex-gpt-6-astra-max-022,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,22,2026-09-15T23:49:10.603278+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,7.768,low,0,2026-09-15T23:49:22.610807+00:00,True,0,codex-gpt-6-astra-low-042,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,42,2026-09-15T23:49:14.843190+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,10.421,xhigh,0,2026-09-15T23:49:25.234079+00:00,True,0,codex-gpt-6-astra-xhigh-012,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,12,2026-09-15T23:49:14.812661+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,13.724,max,0,2026-09-15T23:49:28.388831+00:00,True,0,codex-gpt-6-astra-max-014,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,14,2026-09-15T23:49:14.664424+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,10,10.0,10,1.0,True,True,True,4,40
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,8.845,ultra,0,2026-09-15T23:49:29.161198+00:00,True,0,codex-gpt-6-astra-ultra-003,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,3,2026-09-15T23:49:20.316539+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
False,False,d08a2fb35ece3b8b1753bf65a899bd10997c2cd3074731921d73fb7e8de4eb59,6.579,medium,0,2026-09-15T23:49:29.190201+00:00,True,0,codex-gpt-6-astra-medium-026,0,5,gpt-6-astra,True,True,True,red,❤️,,,,codex,26,2026-09-15T23:49:22.610858+00:00,False,0,True,1,1,red,❤️,-0.0,-0.0,1.0,8,8.0,8,1.0,True,True,True,4,32
